,Unnamed: 0,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category
3490,3490,27253,19.0,1.0,0.0,81.0,17039.0,5.0,5.0,2010.0,0,0,9476.0,7523.0,464.0,1.0,1,2736783.0,Basic
3491,3491,93638,51.0,1.0,1.0,62.0,2272.0,10.0,4.0,1992.0,0,1,6134.0,2573.0,694.0,1.0,9,9378471.2,Basic
3492,3492,70874,99.0,1.0,1.0,51.0,11943.0,8.0,7.0,2011.0,0,0,6049.0,3511.0,428.0,0.0,2,7097321.1,Basic
3493,3493,90110,64.0,1.0,0.0,52.0,81395.0,3.0,5.0,1998.0,1,0,8600.0,8061.0,384.0,0.0,0,9019491.8,Basic
3494,3494,1095,33.0,0.0,0.0,52.0,10758.0,10.0,1.0,2003.0,1,1,9343.0,4561.0,315.0,1.0,5,112264.3,Basic
3495,3495,52078,7.0,1.0,1.0,73.0,20372.0,10.0,4.0,2016.0,1,1,1864.0,2049.0,558.0,0.0,5,5217708.6,Luxury
3496,3496,92256,32.0,0.0,1.0,35.0,73315.0,10.0,1.0,2014.0,0,1,8875.0,570.0,582.0,0.0,1,9231273.4,Basic
3497,3497,7042,17.0,0.0,1.0,32.0,64941.0,7.0,2.0,2012.0,1,0,9907.0,1932.0,728.0,1.0,4,711173.2,Basic
3498,3498,96843,25.0,1.0,0.0,66.0,6005.0,3.0,10.0,2011.0,0,0,7338.0,148.0,202.0,0.0,6,9688919.1,Basic
3499,3499,3166,57.0,0.0,1.0,38.0,78583.0,3.0,5.0,2016.0,0,0,1038.0,4145.0,158.0,1.0,9,322863.6,Basic
3500,3500,8890,44.0,1.0,0.0,91.0,65075.0,7.0,9.0,2001.0,1,1,2466.0,2087.0,906.0,1.0,1,898429.1,Basic
3501,3501,22802,89.0,0.0,0.0,47.0,83332.0,5.0,4.0,2021.0,0,0,5319.0,3329.0,222.0,1.0,8,2282203.1,Basic
3502,3502,21514,5.0,0.0,1.0,11.0,91373.0,1.0,1.0,1999.0,0,0,2584.0,5266.0,787.0,0.0,3,2153602.9,Basic
3503,3503,40196,80.0,1.0,0.0,8.0,28988.0,4.0,9.0,1998.0,1,1,283.0,3242.0,991.0,1.0,6,4023335.8,Basic
3504,3504,89490,98.0,0.0,0.0,47.0,1906.0,2.0,4.0,2003.0,1,0,7956.0,8045.0,762.0,0.0,1,8951286.3,Basic
3505,3505,87887,75.0,1.0,1.0,92.0,51538.0,6.0,6.0,2009.0,0,0,5570.0,9833.0,933.0,1.0,6,8802291.9,Basic
3506,3506,1260,21.0,1.0,1.0,25.0,19439.0,1.0,6.0,2016.0,1,0,952.0,728.0,773.0,1.0,4,131538.6,Luxury
3507,3507,80699,20.0,1.0,0.0,88.0,65145.0,3.0,10.0,2009.0,0,1,1740.0,1538.0,372.0,0.0,8,8074576.9,Basic
3508,3508,77963,53.0,0.0,0.0,77.0,38481.0,7.0,2.0,2004.0,1,1,8924.0,164.0,582.0,0.0,10,7801793.4,Basic
3509,3509,31160,53.0,1.0,0.0,64.0,984.0,10.0,10.0,1993.0,0,0,7925.0,1189.0,234.0,0.0,0,3125704.3,Basic
3510,3510,39109,24.0,1.0,0.0,67.0,74477.0,4.0,3.0,2002.0,1,0,1642.0,2925.0,139.0,0.0,9,3917652.2,Basic
3511,3511,26665,68.0,1.0,0.0,62.0,97608.0,1.0,9.0,2001.0,1,0,131.0,336.0,656.0,1.0,10,2671587.1,Basic
3512,3512,25972,7.0,1.0,1.0,98.0,81846.0,10.0,8.0,1996.0,1,0,5998.0,3426.0,815.0,1.0,4,2605855.6,Luxury
3513,3513,75487,82.0,0.0,1.0,97.0,96333.0,4.0,7.0,2011.0,1,0,9162.0,1991.0,442.0,0.0,1,7558644.1,Basic
3514,3514,37006,8.0,1.0,0.0,54.0,80535.0,5.0,7.0,1990.0,0,1,6837.0,9515.0,455.0,0.0,3,3709125.0,Basic
3515,3515,42407,33.0,0.0,0.0,86.0,97183.0,1.0,2.0,2021.0,1,1,9083.0,3231.0,639.0,0.0,8,4247458.1,Basic
3516,3516,25224,8.0,0.0,1.0,48.0,15830.0,3.0,10.0,1996.0,0,0,2106.0,5726.0,759.0,0.0,8,2529744.6,Basic
3517,3517,7431,62.0,1.0,1.0,83.0,71458.0,9.0,9.0,2013.0,0,0,2823.0,7392.0,123.0,1.0,4,749725.3,Basic
3518,3518,21703,86.0,1.0,1.0,90.0,82410.0,8.0,4.0,2019.0,0,1,843.0,8090.0,802.0,0.0,6,2183649.9,Basic
3519,3519,31484,95.0,1.0,0.0,73.0,29502.0,5.0,10.0,2010.0,0,0,517.0,1825.0,861.0,0.0,0,3158232.0,Basic
3520,3520,76238,6.0,0.0,1.0,3.0,72627.0,2.0,4.0,2021.0,1,0,3021.0,1896.0,497.0,1.0,2,7625604.1,Basic
3521,3521,91554,81.0,0.0,0.0,79.0,12268.0,4.0,10.0,1999.0,0,1,9184.0,9063.0,210.0,0.0,6,9157895.9,Basic
3522,3522,31802,100.0,0.0,0.0,80.0,6094.0,7.0,3.0,1990.0,0,1,3049.0,6665.0,476.0,1.0,10,3184469.0,Basic
3523,3523,13553,66.0,0.0,0.0,65.0,48244.0,7.0,6.0,2017.0,1,1,5143.0,6871.0,437.0,0.0,4,1360671.7,Basic
3524,3524,86393,19.0,0.0,1.0,14.0,79437.0,3.0,6.0,2010.0,1,1,5153.0,2888.0,745.0,1.0,6,8643976.0,Basic
3525,3525,44479,4.0,1.0,0.0,19.0,58162.0,6.0,3.0,2001.0,1,0,2952.0,8911.0,676.0,1.0,1,4453151.1,Basic
3526,3526,60278,96.0,0.0,1.0,38.0,27336.0,10.0,10.0,2020.0,1,1,1956.0,934.0,269.0,1.0,4,6032040.0,Basic
3527,3527,13019,31.0,1.0,0.0,95.0,52635.0,4.0,9.0,2014.0,0,1,4170.0,7554.0,743.0,1.0,7,1305988.4,Basic
3528,3528,13714,36.0,1.0,0.0,3.0,18983.0,2.0,1.0,2005.0,0,0,8417.0,2147.0,704.0,1.0,2,1373673.5,Basic
3529,3529,30871,43.0,1.0,1.0,66.0,15631.0,5.0,7.0,1992.0,1,1,4040.0,558.0,641.0,0.0,9,3101000.2,Luxury
3530,3530,49421,26.0,0.0,0.0,10.0,29782.0,4.0,7.0,2020.0,1,1,8763.0,7775.0,746.0,0.0,4,4943342.0,Basic
3531,3531,90947,75.0,1.0,0.0,8.0,48980.0,8.0,3.0,2020.0,0,0,6379.0,653.0,595.0,1.0,10,9098966.0,Basic
3532,3532,86676,22.0,0.0,1.0,12.0,77691.0,8.0,2.0,1999.0,1,1,6119.0,7836.0,970.0,0.0,3,8672062.9,Basic
3533,3533,12387,51.0,1.0,0.0,55.0,34563.0,4.0,4.0,2017.0,0,0,1393.0,6308.0,789.0,0.0,5,1242765.7,Basic
3534,3534,53062,91.0,1.0,1.0,13.0,85231.0,5.0,1.0,1990.0,0,0,3263.0,7543.0,469.0,0.0,3,5313492.0,Basic
3535,3535,38057,50.0,1.0,0.0,43.0,4946.0,9.0,8.0,1997.0,0,0,7554.0,7685.0,134.0,1.0,3,3809962.7,Basic
3536,3536,86680,94.0,0.0,1.0,4.0,25439.0,2.0,4.0,2001.0,1,1,90.0,5940.0,171.0,1.0,1,8672197.1,Basic
3537,3537,31419,80.0,1.0,0.0,6.0,51100.0,7.0,3.0,2009.0,0,1,8002.0,242.0,110.0,0.0,4,3147602.9,Basic
3538,3538,5329,40.0,0.0,0.0,58.0,38935.0,4.0,9.0,1994.0,0,1,2706.0,9104.0,239.0,0.0,6,539067.4,Basic
3539,3539,26644,14.0,0.0,1.0,13.0,12037.0,2.0,9.0,2020.0,0,1,2780.0,3558.0,900.0,1.0,5,2668720.0,Basic
3540,3540,69696,34.0,0.0,1.0,13.0,65899.0,6.0,1.0,2002.0,1,0,9049.0,970.0,112.0,0.0,4,6974054.2,Basic
3541,3541,7312,64.0,1.0,1.0,14.0,77134.0,2.0,10.0,2016.0,0,0,71.0,6680.0,403.0,1.0,8,737475.6,Basic
3542,3542,88346,63.0,0.0,0.0,66.0,38853.0,6.0,9.0,2007.0,1,1,6444.0,2799.0,682.0,0.0,8,8837282.7,Basic
3543,3543,87685,37.0,0.0,1.0,29.0,36296.0,2.0,9.0,2014.0,1,0,2948.0,3061.0,988.0,1.0,10,8772035.4,Basic
3544,3544,32165,44.0,0.0,0.0,80.0,63904.0,9.0,9.0,2018.0,1,0,9861.0,8249.0,592.0,0.0,1,3219111.8,Basic
3545,3545,61478,48.0,1.0,0.0,6.0,91789.0,3.0,4.0,1998.0,1,1,1521.0,4703.0,687.0,0.0,10,6151688.8,Basic
3546,3546,66759,9.0,1.0,1.0,64.0,40594.0,3.0,10.0,1996.0,1,0,8973.0,4891.0,841.0,1.0,6,6683970.6,Luxury
3547,3547,78289,2.0,1.0,1.0,34.0,52478.0,6.0,8.0,1995.0,0,0,5833.0,8282.0,168.0,0.0,3,7834644.5,Basic
3548,3548,26271,35.0,0.0,1.0,72.0,50693.0,9.0,4.0,2018.0,1,1,2018.0,3666.0,421.0,1.0,9,2635559.8,Basic
3549,3549,3963,40.0,1.0,1.0,61.0,90631.0,8.0,1.0,2009.0,1,0,1036.0,1491.0,408.0,1.0,2,408380.9,Luxury
3550,3550,70110,98.0,1.0,0.0,43.0,85395.0,1.0,4.0,2010.0,1,0,3309.0,6132.0,504.0,1.0,7,7015646.0,Basic
3551,3551,61752,62.0,0.0,1.0,57.0,42393.0,4.0,2.0,2018.0,0,0,2373.0,7131.0,393.0,0.0,5,6181908.8,Basic
3552,3552,74701,98.0,0.0,1.0,3.0,46975.0,10.0,3.0,2001.0,1,0,3086.0,4928.0,839.0,0.0,4,7474987.1,Basic
3553,3553,56659,43.0,0.0,1.0,85.0,69541.0,6.0,8.0,2012.0,0,0,3855.0,4460.0,554.0,1.0,3,5671005.2,Basic
3554,3554,50778,83.0,1.0,0.0,91.0,93274.0,9.0,1.0,1995.0,0,1,6472.0,7178.0,914.0,1.0,7,5087311.5,Basic
3555,3555,47982,83.0,1.0,1.0,32.0,44712.0,6.0,7.0,1994.0,1,1,4986.0,3510.0,338.0,0.0,10,4808638.4,Luxury
3556,3556,77252,86.0,1.0,0.0,61.0,10655.0,5.0,5.0,1991.0,0,1,5703.0,1552.0,245.0,1.0,10,7730648.1,Basic
3557,3557,98940,15.0,1.0,1.0,65.0,75702.0,5.0,3.0,2015.0,0,1,5891.0,9588.0,877.0,0.0,10,9899873.5,Basic
3558,3558,75755,83.0,1.0,1.0,41.0,60431.0,10.0,9.0,2010.0,1,0,4163.0,4456.0,914.0,1.0,10,7581701.0,Luxury
3559,3559,74621,100.0,1.0,0.0,17.0,39637.0,10.0,3.0,2003.0,1,1,2857.0,3338.0,313.0,0.0,9,7468927.3,Basic
3560,3560,66049,51.0,0.0,0.0,6.0,31605.0,4.0,1.0,1996.0,0,1,6899.0,6092.0,368.0,1.0,7,6605823.6,Basic
3561,3561,28467,98.0,1.0,1.0,70.0,90596.0,7.0,6.0,2019.0,0,0,4314.0,9569.0,658.0,1.0,10,2855561.9,Basic
3562,3562,48854,79.0,1.0,0.0,83.0,42705.0,7.0,9.0,2002.0,1,0,4607.0,7445.0,859.0,1.0,10,4890551.2,Basic
3563,3563,72495,76.0,1.0,1.0,59.0,8723.0,8.0,10.0,1994.0,1,0,3413.0,2245.0,254.0,1.0,0,7259025.4,Luxury
3564,3564,65934,69.0,1.0,1.0,69.0,35528.0,3.0,3.0,2014.0,0,1,3580.0,7954.0,730.0,0.0,7,6602264.4,Basic
3565,3565,65155,69.0,1.0,0.0,46.0,26367.0,1.0,4.0,1994.0,0,1,4546.0,1801.0,654.0,0.0,3,6521547.4,Basic
3566,3566,63354,68.0,1.0,0.0,26.0,82639.0,3.0,5.0,2019.0,0,0,6477.0,8036.0,497.0,1.0,1,6339390.9,Basic
3567,3567,465,54.0,1.0,0.0,71.0,26706.0,1.0,2.0,1999.0,0,1,3053.0,8046.0,786.0,1.0,0,52762.9,Basic
3568,3568,4809,39.0,0.0,1.0,48.0,80898.0,8.0,7.0,2003.0,1,0,4742.0,4187.0,923.0,0.0,6,484933.3,Basic
3569,3569,1796,28.0,0.0,0.0,4.0,66676.0,1.0,1.0,1997.0,0,1,8360.0,2070.0,142.0,0.0,4,180265.7,Basic
3570,3570,85100,9.0,1.0,0.0,63.0,6915.0,2.0,4.0,1997.0,1,0,3962.0,1409.0,401.0,0.0,4,8517058.7,Basic
3571,3571,68667,86.0,0.0,0.0,24.0,18037.0,3.0,8.0,2015.0,1,0,7536.0,215.0,357.0,0.0,4,6867515.5,Basic
3572,3572,51650,98.0,0.0,1.0,97.0,90953.0,5.0,1.0,2020.0,0,0,2207.0,4073.0,991.0,1.0,3,5173330.0,Basic
3573,3573,69901,69.0,1.0,0.0,28.0,67774.0,8.0,5.0,2009.0,0,1,3492.0,2440.0,833.0,1.0,1,6996565.9,Basic
3574,3574,71989,41.0,0.0,0.0,77.0,50519.0,2.0,3.0,2003.0,0,0,7290.0,4027.0,337.0,1.0,4,7204744.3,Basic
3575,3575,35005,23.0,1.0,1.0,2.0,63019.0,3.0,4.0,2011.0,0,0,248.0,1820.0,807.0,1.0,1,3507342.1,Basic
3576,3576,77346,34.0,0.0,1.0,43.0,12919.0,6.0,1.0,2010.0,1,1,5367.0,6179.0,138.0,0.0,4,7738601.0,Basic
3577,3577,7002,78.0,1.0,1.0,37.0,5743.0,8.0,2.0,1995.0,1,0,3821.0,9291.0,661.0,1.0,6,710140.5,Luxury
3578,3578,36705,38.0,0.0,1.0,23.0,94515.0,5.0,2.0,2010.0,0,1,2585.0,6833.0,450.0,1.0,3,3676738.0,Basic
3579,3579,94062,11.0,0.0,1.0,45.0,57897.0,1.0,2.0,2000.0,0,0,6493.0,8887.0,727.0,0.0,0,9410749.0,Basic
3580,3580,3010,16.0,0.0,0.0,34.0,36777.0,6.0,1.0,1993.0,0,1,3732.0,5916.0,575.0,1.0,8,303807.3,Basic
3581,3581,44561,8.0,0.0,0.0,72.0,89056.0,5.0,6.0,2002.0,1,1,1783.0,9281.0,774.0,1.0,5,4460766.2,Basic
3582,3582,45746,86.0,0.0,0.0,76.0,81447.0,4.0,3.0,2009.0,1,1,2589.0,8033.0,400.0,1.0,7,4580036.9,Basic
3583,3583,54757,42.0,0.0,0.0,60.0,47722.0,10.0,7.0,1993.0,0,0,9867.0,4792.0,210.0,0.0,1,5482099.3,Basic
3584,3584,37852,1.0,0.0,1.0,77.0,92714.0,1.0,4.0,2009.0,0,0,846.0,3972.0,419.0,0.0,3,3790538.9,Basic
3585,3585,74310,4.0,1.0,0.0,30.0,73922.0,4.0,4.0,2004.0,0,0,8773.0,7979.0,200.0,1.0,7,7436951.4,Basic
3586,3586,33976,71.0,1.0,0.0,44.0,17363.0,10.0,3.0,2005.0,1,0,6644.0,8993.0,152.0,0.0,9,3405161.5,Basic
3587,3587,53359,28.0,0.0,0.0,47.0,74164.0,9.0,6.0,2018.0,0,1,2648.0,3286.0,652.0,1.0,5,5340229.8,Basic
3588,3588,56422,26.0,1.0,1.0,18.0,16945.0,9.0,4.0,1994.0,1,1,3405.0,2029.0,740.0,0.0,5,5650731.4,Luxury
3589,3589,31832,90.0,1.0,1.0,85.0,58945.0,8.0,1.0,2003.0,0,1,706.0,5541.0,266.0,0.0,2,3193411.3,Basic
3590,3590,23519,20.0,1.0,0.0,31.0,42864.0,8.0,4.0,1992.0,0,0,2898.0,4872.0,625.0,1.0,8,2358426.2,Basic
3591,3591,187,96.0,1.0,1.0,46.0,10784.0,7.0,2.0,2019.0,0,0,9680.0,5250.0,134.0,0.0,10,26533.9,Basic
3592,3592,41488,22.0,0.0,0.0,59.0,2019.0,9.0,1.0,2013.0,0,1,2090.0,4438.0,650.0,0.0,3,4151539.3,Basic
3593,3593,30862,36.0,0.0,1.0,97.0,82682.0,5.0,4.0,1998.0,1,1,6202.0,3903.0,934.0,1.0,0,3092729.8,Basic
3594,3594,92304,75.0,1.0,0.0,53.0,54254.0,2.0,9.0,1996.0,1,0,2602.0,5931.0,783.0,0.0,5,9234228.6,Basic
3595,3595,34967,30.0,1.0,0.0,49.0,73909.0,1.0,4.0,2009.0,1,0,8103.0,4297.0,418.0,0.0,1,3501658.9,Basic
3596,3596,75549,16.0,1.0,0.0,69.0,49489.0,10.0,5.0,2013.0,1,1,72.0,6676.0,708.0,1.0,5,7561347.3,Basic
3597,3597,48648,80.0,0.0,0.0,99.0,57450.0,8.0,8.0,2021.0,1,0,9147.0,3794.0,797.0,1.0,8,4875007.1,Basic
3598,3598,12968,46.0,1.0,0.0,71.0,22562.0,9.0,9.0,2005.0,0,0,7147.0,16.0,343.0,0.0,8,1303596.5,Basic
3599,3599,98102,41.0,0.0,0.0,36.0,12459.0,10.0,8.0,1990.0,1,1,2931.0,4051.0,940.0,1.0,7,9812451.0,Basic
3600,3600,59348,61.0,0.0,1.0,19.0,30404.0,7.0,7.0,2012.0,0,0,2240.0,5217.0,959.0,1.0,6,5938039.2,Basic
3601,3601,29323,58.0,1.0,1.0,7.0,10925.0,6.0,8.0,2000.0,0,1,4994.0,8783.0,846.0,0.0,8,2938369.0,Basic
3602,3602,76671,22.0,1.0,1.0,76.0,31159.0,5.0,6.0,2001.0,1,0,3701.0,784.0,296.0,1.0,10,7674844.1,Luxury
3603,3603,47237,31.0,1.0,0.0,96.0,68937.0,7.0,6.0,2003.0,1,1,3035.0,1376.0,974.0,1.0,0,4736122.3,Basic
3604,3604,85811,70.0,1.0,1.0,91.0,66014.0,3.0,5.0,1999.0,1,0,8142.0,3463.0,552.0,1.0,1,8594337.9,Luxury
3605,3605,58619,86.0,1.0,0.0,61.0,70423.0,3.0,2.0,2014.0,1,1,7249.0,342.0,171.0,0.0,6,5867256.4,Basic
3606,3606,46322,61.0,0.0,0.0,1.0,7924.0,3.0,5.0,2005.0,0,1,8312.0,6675.0,546.0,0.0,5,4632807.5,Basic
3607,3607,55888,81.0,1.0,0.0,82.0,69050.0,5.0,8.0,2011.0,0,1,3338.0,2779.0,583.0,1.0,6,5594957.1,Basic
3608,3608,43758,83.0,0.0,0.0,94.0,79250.0,5.0,6.0,2008.0,1,0,9550.0,6177.0,441.0,0.0,0,4385098.8,Basic
3609,3609,75152,91.0,1.0,0.0,37.0,61836.0,3.0,3.0,2018.0,1,0,4717.0,5685.0,412.0,0.0,2,7518709.8,Basic
3610,3610,42360,13.0,0.0,0.0,59.0,5879.0,6.0,6.0,1992.0,1,1,4091.0,7646.0,555.0,0.0,6,4239495.2,Basic
3611,3611,91104,35.0,0.0,1.0,25.0,99363.0,7.0,5.0,1991.0,0,0,5289.0,7715.0,825.0,1.0,10,9116835.1,Basic
3612,3612,56613,58.0,1.0,0.0,92.0,34118.0,2.0,10.0,1990.0,1,0,5219.0,1230.0,444.0,1.0,9,5673842.0,Basic
3613,3613,58706,20.0,1.0,1.0,38.0,45218.0,5.0,1.0,1993.0,1,0,217.0,383.0,205.0,0.0,2,5879090.3,Luxury
3614,3614,31433,31.0,1.0,1.0,6.0,99374.0,6.0,5.0,2016.0,0,1,2568.0,2822.0,145.0,1.0,7,3152681.6,Basic
3615,3615,55366,51.0,0.0,0.0,98.0,18443.0,4.0,3.0,2011.0,0,0,8940.0,8275.0,884.0,0.0,8,5540333.1,Basic
3616,3616,48107,95.0,1.0,0.0,31.0,2763.0,7.0,3.0,2000.0,1,0,1223.0,5447.0,883.0,1.0,5,4815768.0,Basic
3617,3617,34891,65.0,0.0,1.0,34.0,91588.0,7.0,4.0,2020.0,0,1,1871.0,5828.0,169.0,0.0,4,3496198.0,Basic
3618,3618,46317,95.0,0.0,1.0,73.0,4483.0,2.0,3.0,2015.0,0,1,6303.0,204.0,863.0,1.0,2,4638805.5,Basic
3619,3619,10250,7.0,0.0,0.0,1.0,98896.0,7.0,8.0,2014.0,0,1,9105.0,6518.0,259.0,1.0,0,1025802.4,Basic
3620,3620,20714,61.0,1.0,1.0,83.0,71535.0,3.0,5.0,1993.0,1,1,9406.0,9087.0,277.0,0.0,9,2077129.3,Luxury
3621,3621,89885,93.0,0.0,0.0,40.0,35170.0,7.0,3.0,2004.0,1,0,6599.0,5276.0,487.0,1.0,7,8992850.4,Basic
3622,3622,61905,14.0,1.0,1.0,76.0,50586.0,10.0,4.0,2015.0,0,0,9730.0,9870.0,712.0,1.0,5,6200309.5,Basic
3623,3623,780,18.0,0.0,1.0,95.0,74449.0,4.0,9.0,2005.0,0,1,1624.0,3544.0,149.0,1.0,9,82916.5,Basic
3624,3624,49014,54.0,0.0,0.0,62.0,76603.0,10.0,3.0,2014.0,1,0,38.0,5627.0,743.0,1.0,2,4908129.4,Basic
3625,3625,27947,67.0,0.0,1.0,26.0,10917.0,5.0,5.0,2003.0,0,0,836.0,3313.0,532.0,0.0,8,2800892.3,Basic
3626,3626,68579,67.0,1.0,0.0,70.0,55498.0,9.0,2.0,1997.0,0,1,3523.0,7099.0,352.0,0.0,4,6868611.7,Basic
3627,3627,60003,4.0,0.0,1.0,36.0,21090.0,3.0,7.0,2020.0,0,1,3342.0,3609.0,269.0,1.0,4,6006445.0,Basic
3628,3628,63137,34.0,0.0,1.0,46.0,59502.0,2.0,4.0,1994.0,0,0,1446.0,3208.0,617.0,1.0,2,6319616.4,Basic
3629,3629,77618,78.0,1.0,0.0,29.0,38605.0,5.0,8.0,2019.0,0,0,58.0,7745.0,619.0,0.0,1,7768108.9,Basic
3630,3630,98939,21.0,0.0,1.0,13.0,60876.0,6.0,9.0,2000.0,0,1,1449.0,4146.0,662.0,0.0,6,9899616.0,Basic
3631,3631,78789,30.0,1.0,0.0,52.0,94853.0,4.0,5.0,2017.0,0,1,5808.0,1954.0,198.0,0.0,6,7885033.7,Basic
3632,3632,22681,93.0,1.0,1.0,6.0,9540.0,2.0,5.0,2004.0,1,0,9803.0,143.0,583.0,0.0,1,2273361.4,Luxury
3633,3633,70690,21.0,0.0,0.0,53.0,63034.0,10.0,9.0,1992.0,1,0,9381.0,1177.0,722.0,0.0,2,7073132.2,Basic
3634,3634,79959,74.0,1.0,1.0,3.0,50010.0,8.0,3.0,1994.0,1,0,2523.0,7995.0,528.0,1.0,10,8000900.4,Luxury
3635,3635,14213,73.0,0.0,1.0,32.0,48647.0,8.0,4.0,2013.0,1,1,3651.0,2332.0,745.0,0.0,3,1428141.3,Basic
3636,3636,83260,93.0,1.0,0.0,29.0,52207.0,2.0,9.0,2005.0,1,1,7512.0,7659.0,308.0,1.0,8,8331439.5,Basic
3637,3637,17246,95.0,0.0,1.0,10.0,68125.0,4.0,9.0,2007.0,0,0,6326.0,710.0,921.0,1.0,0,1728544.7,Basic
3638,3638,61418,32.0,0.0,0.0,80.0,21724.0,5.0,2.0,2000.0,1,0,874.0,3594.0,829.0,0.0,4,6148450.0,Basic
3639,3639,41367,6.0,1.0,1.0,37.0,48619.0,2.0,10.0,1994.0,1,1,9966.0,295.0,628.0,1.0,1,4147892.4,Luxury
3640,3640,10320,59.0,0.0,0.0,5.0,43995.0,9.0,9.0,2020.0,0,1,2433.0,3762.0,978.0,1.0,4,1033047.0,Basic
3641,3641,54087,91.0,1.0,0.0,78.0,52966.0,7.0,9.0,1999.0,1,0,4466.0,6242.0,656.0,1.0,5,5416199.9,Basic
3642,3642,22298,4.0,0.0,1.0,99.0,87813.0,7.0,10.0,1992.0,0,0,6038.0,9472.0,130.0,1.0,0,2236646.2,Basic
3643,3643,84795,41.0,0.0,0.0,22.0,91545.0,6.0,8.0,1992.0,0,0,5173.0,9145.0,407.0,1.0,4,8481583.2,Basic
3644,3644,36314,100.0,1.0,1.0,42.0,88802.0,7.0,7.0,2008.0,0,0,5745.0,1273.0,146.0,0.0,5,3638453.8,Basic
3645,3645,87906,46.0,1.0,1.0,33.0,85121.0,1.0,9.0,1994.0,0,1,1489.0,3047.0,106.0,1.0,4,8799360.4,Basic
3646,3646,78946,23.0,1.0,0.0,76.0,18158.0,2.0,9.0,2005.0,0,0,9835.0,4223.0,285.0,1.0,3,7900382.5,Basic
3647,3647,52646,91.0,1.0,0.0,30.0,35763.0,9.0,6.0,2001.0,1,0,6433.0,6757.0,911.0,1.0,0,5272375.1,Basic
3648,3648,27002,82.0,0.0,1.0,18.0,55734.0,6.0,6.0,2007.0,1,0,223.0,7916.0,754.0,1.0,3,2703257.7,Basic
3649,3649,83905,94.0,0.0,1.0,70.0,25633.0,6.0,8.0,2011.0,1,1,552.0,8627.0,707.0,1.0,1,8397030.1,Basic
3650,3650,2523,12.0,1.0,1.0,67.0,75753.0,3.0,10.0,2015.0,1,1,150.0,473.0,949.0,1.0,1,260710.5,Luxury
3651,3651,54045,35.0,1.0,1.0,60.0,36664.0,2.0,7.0,2015.0,1,0,8776.0,9308.0,181.0,1.0,9,5415620.5,Luxury
3652,3652,7155,93.0,0.0,1.0,56.0,55178.0,7.0,10.0,1990.0,0,0,9507.0,641.0,142.0,1.0,5,724105.0,Basic
3653,3653,19387,17.0,0.0,0.0,64.0,18690.0,3.0,4.0,2020.0,1,0,9284.0,860.0,654.0,1.0,6,1940788.0,Basic
3654,3654,99811,76.0,0.0,1.0,90.0,9380.0,5.0,9.0,2005.0,1,1,2739.0,3082.0,783.0,1.0,5,9988416.5,Basic
3655,3655,79047,7.0,1.0,0.0,58.0,15805.0,1.0,1.0,1992.0,0,0,5833.0,2166.0,309.0,0.0,3,7913249.2,Basic
3656,3656,9474,28.0,1.0,1.0,84.0,72615.0,8.0,10.0,2002.0,0,1,6994.0,4977.0,156.0,0.0,3,961132.2,Basic
3657,3657,91745,30.0,1.0,0.0,9.0,13397.0,3.0,3.0,2021.0,0,0,457.0,3430.0,291.0,1.0,9,9177089.1,Basic
3658,3658,77032,67.0,1.0,0.0,68.0,58873.0,8.0,1.0,2020.0,1,1,3925.0,9095.0,725.0,1.0,3,7708083.0,Basic
3659,3659,3635,25.0,0.0,0.0,74.0,67451.0,3.0,7.0,2001.0,1,1,7358.0,5830.0,386.0,1.0,10,365064.1,Basic
3660,3660,61632,22.0,0.0,0.0,69.0,38070.0,8.0,2.0,2000.0,0,0,9732.0,7528.0,849.0,1.0,0,6168699.0,Basic
3661,3661,20572,37.0,1.0,0.0,13.0,25928.0,3.0,10.0,2004.0,0,0,5688.0,3570.0,259.0,0.0,3,2059597.4,Basic
3662,3662,10134,98.0,0.0,0.0,62.0,85337.0,2.0,6.0,2013.0,1,0,3751.0,4960.0,916.0,0.0,3,1015389.3,Basic
3663,3663,77046,69.0,1.0,0.0,85.0,43517.0,4.0,2.0,1992.0,0,1,8135.0,1401.0,648.0,0.0,3,7714235.2,Basic
3664,3664,94792,77.0,0.0,0.0,89.0,63448.0,1.0,3.0,2010.0,1,1,4621.0,14.0,528.0,0.0,6,9484212.0,Basic
3665,3665,92722,72.0,1.0,1.0,82.0,96132.0,2.0,10.0,2014.0,0,1,7623.0,4346.0,835.0,1.0,0,9283649.4,Basic
3666,3666,27856,34.0,0.0,1.0,98.0,93709.0,7.0,1.0,2016.0,0,0,7117.0,6509.0,194.0,0.0,9,2795386.6,Basic
3667,3667,86617,95.0,0.0,0.0,69.0,71108.0,9.0,1.0,2021.0,1,1,9790.0,8030.0,234.0,1.0,9,8667306.1,Basic
3668,3668,72794,23.0,0.0,0.0,75.0,73969.0,9.0,3.0,2019.0,0,1,5361.0,34.0,104.0,0.0,10,7281001.9,Basic
3669,3669,69355,73.0,0.0,1.0,93.0,29861.0,9.0,6.0,2013.0,1,0,3625.0,4568.0,796.0,1.0,1,6942882.3,Basic
3670,3670,92335,96.0,0.0,1.0,11.0,52973.0,1.0,2.0,1999.0,1,0,8282.0,4738.0,283.0,0.0,8,9237950.9,Basic
